date,indicator_id,value
2021-10-31,PMI_MFG,49.658
2021-11-30,PMI_MFG,49.5657
2021-12-31,PMI_MFG,48.809
2022-01-31,PMI_MFG,49.6856
2022-02-28,PMI_MFG,49.0853
2022-03-31,PMI_MFG,49.5189
2022-04-30,PMI_MFG,49.6284
2022-05-31,PMI_MFG,49.4246
2022-06-30,PMI_MFG,49.7671
2022-07-31,PMI_MFG,49.6835
2022-08-31,PMI_MFG,50.0178
2022-09-30,PMI_MFG,49.4626
2022-10-31,PMI_MFG,49.6288
2022-11-30,PMI_MFG,50.2697
2022-12-31,PMI_MFG,50.3297
2023-01-31,PMI_MFG,50.5971
2023-02-28,PMI_MFG,50.1517
2023-03-31,PMI_MFG,50.1736
2023-04-30,PMI_MFG,51.0152
2023-05-31,PMI_MFG,50.6887
2023-06-30,PMI_MFG,50.3911
2023-07-31,PMI_MFG,50.4949
2023-08-31,PMI_MFG,50.4725
2023-09-30,PMI_MFG,50.6461
2023-10-31,PMI_MFG,50.7801
2023-11-30,PMI_MFG,50.9778
2023-12-31,PMI_MFG,50.5138
2024-01-31,PMI_MFG,50.9064
2024-02-29,PMI_MFG,50.6313
2024-03-31,PMI_MFG,51.1102
2024-04-30,PMI_MFG,50.6954
2024-05-31,PMI_MFG,51.1138
2024-06-30,PMI_MFG,50.6835
2024-07-31,PMI_MFG,50.9861
2024-08-31,PMI_MFG,50.2739
2024-09-30,PMI_MFG,50.447
2024-10-31,PMI_MFG,50.1401
2024-11-30,PMI_MFG,50.2865
2024-12-31,PMI_MFG,50.4105
2025-01-31,PMI_MFG,50.47
2025-02-28,PMI_MFG,49.6682
2025-03-31,PMI_MFG,49.7335
2025-04-30,PMI_MFG,49.8529
2025-05-31,PMI_MFG,49.873
2025-06-30,PMI_MFG,49.9231
2025-07-31,PMI_MFG,49.78
2025-08-31,PMI_MFG,49.9025
2025-09-30,PMI_MFG,50.0848
2025-10-31,PMI_MFG,49.1902
2025-11-30,PMI_MFG,49.4591
2025-12-31,PMI_MFG,50.18
2026-01-31,PMI_MFG,50.31
2026-02-28,PMI_MFG,50.26
2026-03-31,PMI_MFG,50.32
2026-04-30,PMI_MFG,50.36
2026-05-31,PMI_MFG,50.32
2026-06-30,PMI_MFG,50.3
2015-01-31,FAI_MFG_YOY,4.4431
2015-02-28,FAI_MFG_YOY,3.0103
2015-03-31,FAI_MFG_YOY,3.515
2015-04-30,FAI_MFG_YOY,4.9965
2015-05-31,FAI_MFG_YOY,4.1041
2015-06-30,FAI_MFG_YOY,4.4022
2015-07-31,FAI_MFG_YOY,4.5285
2015-08-31,FAI_MFG_YOY,5.0177
2015-09-30,FAI_MFG_YOY,4.9483
2015-10-31,FAI_MFG_YOY,5.7153
2015-11-30,FAI_MFG_YOY,4.7241
2015-12-31,FAI_MFG_YOY,5.8385
2016-01-31,FAI_MFG_YOY,6.237
2016-02-29,FAI_MFG_YOY,6.5345
2016-03-31,FAI_MFG_YOY,6.1387
2016-04-30,FAI_MFG_YOY,5.1315
2016-05-31,FAI_MFG_YOY,5.4895
2016-06-30,FAI_MFG_YOY,5.8563
2016-07-31,FAI_MFG_YOY,5.1162
2016-08-31,FAI_MFG_YOY,5.7284
2016-09-30,FAI_MFG_YOY,4.9695
2016-10-31,FAI_MFG_YOY,3.7948
2016-11-30,FAI_MFG_YOY,5.6119
2016-12-31,FAI_MFG_YOY,4.0432
2017-01-31,FAI_MFG_YOY,4.9219
2017-02-28,FAI_MFG_YOY,5.0071
2017-03-31,FAI_MFG_YOY,4.2734
2017-04-30,FAI_MFG_YOY,4.0363
2017-05-31,FAI_MFG_YOY,3.9147
2017-06-30,FAI_MFG_YOY,3.7158
2017-07-31,FAI_MFG_YOY,4.1083
2017-08-31,FAI_MFG_YOY,3.236
2017-09-30,FAI_MFG_YOY,2.4731
2017-10-31,FAI_MFG_YOY,2.9583
2017-11-30,FAI_MFG_YOY,2.0868
2017-12-31,FAI_MFG_YOY,2.2224
2018-01-31,FAI_MFG_YOY,2.1484
2018-02-28,FAI_MFG_YOY,2.9493
2018-03-31,FAI_MFG_YOY,3.7326
2018-04-30,FAI_MFG_YOY,2.052
2018-05-31,FAI_MFG_YOY,1.0535
2018-06-30,FAI_MFG_YOY,1.8989
2018-07-31,FAI_MFG_YOY,3.0831
2018-08-31,FAI_MFG_YOY,3.0366
2018-09-30,FAI_MFG_YOY,2.9658
2018-10-31,FAI_MFG_YOY,3.591
2018-11-30,FAI_MFG_YOY,2.4337
2018-12-31,FAI_MFG_YOY,3.8726
2019-01-31,FAI_MFG_YOY,3.3926
2019-02-28,FAI_MFG_YOY,4.1083
2019-03-31,FAI_MFG_YOY,4.0641
2019-04-30,FAI_MFG_YOY,4.4318
2019-05-31,FAI_MFG_YOY,3.4819
2019-06-30,FAI_MFG_YOY,4.9105
2019-07-31,FAI_MFG_YOY,4.5036
2019-08-31,FAI_MFG_YOY,4.8323
2019-09-30,FAI_MFG_YOY,5.1087
2019-10-31,FAI_MFG_YOY,4.9882
2019-11-30,FAI_MFG_YOY,5.8138
2019-12-31,FAI_MFG_YOY,5.7278
2020-01-31,FAI_MFG_YOY,4.1865
2020-02-29,FAI_MFG_YOY,5.2845
2020-03-31,FAI_MFG_YOY,5.7976
2020-04-30,FAI_MFG_YOY,6.545
2020-05-31,FAI_MFG_YOY,4.9813
2020-06-30,FAI_MFG_YOY,4.628
2020-07-31,FAI_MFG_YOY,5.1889
2020-08-31,FAI_MFG_YOY,5.455
2020-09-30,FAI_MFG_YOY,5.0233
2020-10-31,FAI_MFG_YOY,4.3787
2020-11-30,FAI_MFG_YOY,4.4713
2020-12-31,FAI_MFG_YOY,5.1963
2021-01-31,FAI_MFG_YOY,5.4778
2021-02-28,FAI_MFG_YOY,4.3617
2021-03-31,FAI_MFG_YOY,3.6433
2021-04-30,FAI_MFG_YOY,3.9157
2021-05-31,FAI_MFG_YOY,4.3411
2021-06-30,FAI_MFG_YOY,4.3307
2021-07-31,FAI_MFG_YOY,4.0735
2021-08-31,FAI_MFG_YOY,2.8934
2021-09-30,FAI_MFG_YOY,3.1317
2021-10-31,FAI_MFG_YOY,3.5054
2021-11-30,FAI_MFG_YOY,2.9517
2021-12-31,FAI_MFG_YOY,3.2546
2022-01-31,FAI_MFG_YOY,2.0613
2022-02-28,FAI_MFG_YOY,2.2914
2022-03-31,FAI_MFG_YOY,3.0916
2022-04-30,FAI_MFG_YOY,2.9978
2022-05-31,FAI_MFG_YOY,3.2095
2022-06-30,FAI_MFG_YOY,2.7439
2022-07-31,FAI_MFG_YOY,2.6874
2022-08-31,FAI_MFG_YOY,2.0714
2022-09-30,FAI_MFG_YOY,2.3255
2022-10-31,FAI_MFG_YOY,3.3938
2022-11-30,FAI_MFG_YOY,3.0735
2022-12-31,FAI_MFG_YOY,2.7399
2023-01-31,FAI_MFG_YOY,3.4835
2023-02-28,FAI_MFG_YOY,2.9428
2023-03-31,FAI_MFG_YOY,4.0252
2023-04-30,FAI_MFG_YOY,4.091
2023-05-31,FAI_MFG_YOY,3.9152
2023-06-30,FAI_MFG_YOY,4.4617
2023-07-31,FAI_MFG_YOY,4.8791
2023-08-31,FAI_MFG_YOY,5.0058
2023-09-30,FAI_MFG_YOY,4.1762
2023-10-31,FAI_MFG_YOY,5.3422
2023-11-30,FAI_MFG_YOY,5.0149
2023-12-31,FAI_MFG_YOY,5.9039
2024-01-31,FAI_MFG_YOY,5.0572
2024-02-29,FAI_MFG_YOY,6.217
2024-03-31,FAI_MFG_YOY,4.9293
2024-04-30,FAI_MFG_YOY,5.4646
2024-05-31,FAI_MFG_YOY,5.6256
2024-06-30,FAI_MFG_YOY,5.2414
2024-07-31,FAI_MFG_YOY,4.3996
2024-08-31,FAI_MFG_YOY,4.6298
2024-09-30,FAI_MFG_YOY,4.0088
2024-10-31,FAI_MFG_YOY,5.036
2024-11-30,FAI_MFG_YOY,4.3261
2024-12-31,FAI_MFG_YOY,5.3554
2025-01-31,FAI_MFG_YOY,4.3261
2025-02-28,FAI_MFG_YOY,4.4708
2025-03-31,FAI_MFG_YOY,4.2415
2025-04-30,FAI_MFG_YOY,3.5207
2025-05-31,FAI_MFG_YOY,3.8148
2025-06-30,FAI_MFG_YOY,3.4992
2025-07-31,FAI_MFG_YOY,3.6516
2025-08-31,FAI_MFG_YOY,3.2857
2025-09-30,FAI_MFG_YOY,3.1579
2025-10-31,FAI_MFG_YOY,3.4915
2025-11-30,FAI_MFG_YOY,3.4679
2025-12-31,FAI_MFG_YOY,2.6
2026-01-31,FAI_MFG_YOY,2.75
2026-02-28,FAI_MFG_YOY,2.8
2026-03-31,FAI_MFG_YOY,2.9
2026-04-30,FAI_MFG_YOY,2.7
2026-05-31,FAI_MFG_YOY,2.65
2026-06-30,FAI_MFG_YOY,2.8
2015-01-31,HOUSE_SALES_AREA_YOY,3.7783
2015-02-28,HOUSE_SALES_AREA_YOY,1.7125
2015-03-31,HOUSE_SALES_AREA_YOY,3.7857
2015-04-30,HOUSE_SALES_AREA_YOY,3.4309
2015-05-31,HOUSE_SALES_AREA_YOY,5.5264
2015-06-30,HOUSE_SALES_AREA_YOY,5.3367
2015-07-31,HOUSE_SALES_AREA_YOY,7.7769
2015-08-31,HOUSE_SALES_AREA_YOY,7.227
2015-09-30,HOUSE_SALES_AREA_YOY,7.6906
2015-10-31,HOUSE_SALES_AREA_YOY,8.183
2015-11-30,HOUSE_SALES_AREA_YOY,9.7823
2015-12-31,HOUSE_SALES_AREA_YOY,13.1932
2016-01-31,HOUSE_SALES_AREA_YOY,11.2944
2016-02-29,HOUSE_SALES_AREA_YOY,7.9897
2016-03-31,HOUSE_SALES_AREA_YOY,7.5953
2016-04-30,HOUSE_SALES_AREA_YOY,10.6704
2016-05-31,HOUSE_SALES_AREA_YOY,7.9933
2016-06-30,HOUSE_SALES_AREA_YOY,7.7348
2016-07-31,HOUSE_SALES_AREA_YOY,9.0743
2016-08-31,HOUSE_SALES_AREA_YOY,1.4077
2016-09-30,HOUSE_SALES_AREA_YOY,5.6034
2016-10-31,HOUSE_SALES_AREA_YOY,6.1043
2016-11-30,HOUSE_SALES_AREA_YOY,4.6472
2016-12-31,HOUSE_SALES_AREA_YOY,1.8306
2017-01-31,HOUSE_SALES_AREA_YOY,2.7958
2017-02-28,HOUSE_SALES_AREA_YOY,-0.3396
2017-03-31,HOUSE_SALES_AREA_YOY,-4.3593
2017-04-30,HOUSE_SALES_AREA_YOY,-0.4593
2017-05-31,HOUSE_SALES_AREA_YOY,-4.2666
2017-06-30,HOUSE_SALES_AREA_YOY,-5.5601
2017-07-31,HOUSE_SALES_AREA_YOY,-4.9185
2017-08-31,HOUSE_SALES_AREA_YOY,-2.1112
2017-09-30,HOUSE_SALES_AREA_YOY,-7.7892
2017-10-31,HOUSE_SALES_AREA_YOY,-5.4931
2017-11-30,HOUSE_SALES_AREA_YOY,-6.4644
2017-12-31,HOUSE_SALES_AREA_YOY,-7.1456
2018-01-31,HOUSE_SALES_AREA_YOY,-9.2339
2018-02-28,HOUSE_SALES_AREA_YOY,-5.6175
2018-03-31,HOUSE_SALES_AREA_YOY,-4.2354
2018-04-30,HOUSE_SALES_AREA_YOY,-7.281
2018-05-31,HOUSE_SALES_AREA_YOY,-6.9491
2018-06-30,HOUSE_SALES_AREA_YOY,-8.4424
2018-07-31,HOUSE_SALES_AREA_YOY,-2.571
2018-08-31,HOUSE_SALES_AREA_YOY,-3.1658
2018-09-30,HOUSE_SALES_AREA_YOY,-1.765
2018-10-31,HOUSE_SALES_AREA_YOY,0.256
2018-11-30,HOUSE_SALES_AREA_YOY,1.5097
2018-12-31,HOUSE_SALES_AREA_YOY,1.8181
2019-01-31,HOUSE_SALES_AREA_YOY,3.8413
2019-02-28,HOUSE_SALES_AREA_YOY,6.0125
2019-03-31,HOUSE_SALES_AREA_YOY,3.8344
2019-04-30,HOUSE_SALES_AREA_YOY,6.775
2019-05-31,HOUSE_SALES_AREA_YOY,8.6311
2019-06-30,HOUSE_SALES_AREA_YOY,6.5306
2019-07-31,HOUSE_SALES_AREA_YOY,5.31
2019-08-31,HOUSE_SALES_AREA_YOY,7.8628
2019-09-30,HOUSE_SALES_AREA_YOY,10.2393
2019-10-31,HOUSE_SALES_AREA_YOY,9.5245
2019-11-30,HOUSE_SALES_AREA_YOY,12.9463
2019-12-31,HOUSE_SALES_AREA_YOY,10.8167
2020-01-31,HOUSE_SALES_AREA_YOY,7.0241
2020-02-29,HOUSE_SALES_AREA_YOY,11.5229
2020-03-31,HOUSE_SALES_AREA_YOY,9.2645
2020-04-30,HOUSE_SALES_AREA_YOY,8.4647
2020-05-31,HOUSE_SALES_AREA_YOY,7.8393
2020-06-30,HOUSE_SALES_AREA_YOY,10.7694
2020-07-31,HOUSE_SALES_AREA_YOY,5.9456
2020-08-31,HOUSE_SALES_AREA_YOY,5.3901
2020-09-30,HOUSE_SALES_AREA_YOY,3.8292
2020-10-31,HOUSE_SALES_AREA_YOY,4.2639
2020-11-30,HOUSE_SALES_AREA_YOY,6.39
2020-12-31,HOUSE_SALES_AREA_YOY,3.2736
2021-01-31,HOUSE_SALES_AREA_YOY,1.9364
2021-02-28,HOUSE_SALES_AREA_YOY,1.0083
2021-03-31,HOUSE_SALES_AREA_YOY,-0.4196
2021-04-30,HOUSE_SALES_AREA_YOY,-0.6109
2021-05-31,HOUSE_SALES_AREA_YOY,0.0257
2021-06-30,HOUSE_SALES_AREA_YOY,-0.4224
2021-07-31,HOUSE_SALES_AREA_YOY,-3.8866
2021-08-31,HOUSE_SALES_AREA_YOY,-3.3345
2021-09-30,HOUSE_SALES_AREA_YOY,-3.9383
2021-10-31,HOUSE_SALES_AREA_YOY,-5.0752
2021-11-30,HOUSE_SALES_AREA_YOY,-5.8926
2021-12-31,HOUSE_SALES_AREA_YOY,-6.6117
2022-01-31,HOUSE_SALES_AREA_YOY,-5.6454
2022-02-28,HOUSE_SALES_AREA_YOY,-8.9775
2022-03-31,HOUSE_SALES_AREA_YOY,-7.6577
2022-04-30,HOUSE_SALES_AREA_YOY,-5.701
2022-05-31,HOUSE_SALES_AREA_YOY,-7.9559
2022-06-30,HOUSE_SALES_AREA_YOY,-2.2343
2022-07-31,HOUSE_SALES_AREA_YOY,-3.8596
2022-08-31,HOUSE_SALES_AREA_YOY,-3.8562
2022-09-30,HOUSE_SALES_AREA_YOY,-4.7235
2022-10-31,HOUSE_SALES_AREA_YOY,-4.5091
2022-11-30,HOUSE_SALES_AREA_YOY,-1.1627
2022-12-31,HOUSE_SALES_AREA_YOY,2.011
2023-01-31,HOUSE_SALES_AREA_YOY,1.2662
2023-02-28,HOUSE_SALES_AREA_YOY,1.9648
2023-03-31,HOUSE_SALES_AREA_YOY,5.6768
2023-04-30,HOUSE_SALES_AREA_YOY,3.1102
2023-05-31,HOUSE_SALES_AREA_YOY,4.2743
2023-06-30,HOUSE_SALES_AREA_YOY,8.8033
2023-07-31,HOUSE_SALES_AREA_YOY,4.707
2023-08-31,HOUSE_SALES_AREA_YOY,10.9164
2023-09-30,HOUSE_SALES_AREA_YOY,10.1839
2023-10-31,HOUSE_SALES_AREA_YOY,8.4413
2023-11-30,HOUSE_SALES_AREA_YOY,5.264
2023-12-31,HOUSE_SALES_AREA_YOY,8.4993
2024-01-31,HOUSE_SALES_AREA_YOY,11.1925
2024-02-29,HOUSE_SALES_AREA_YOY,7.3008
2024-03-31,HOUSE_SALES_AREA_YOY,7.6084
2024-04-30,HOUSE_SALES_AREA_YOY,3.9058
2024-05-31,HOUSE_SALES_AREA_YOY,5.6795
2024-06-30,HOUSE_SALES_AREA_YOY,8.2695
2024-07-31,HOUSE_SALES_AREA_YOY,4.9371
2024-08-31,HOUSE_SALES_AREA_YOY,7.5226
2024-09-30,HOUSE_SALES_AREA_YOY,7.1505
2024-10-31,HOUSE_SALES_AREA_YOY,6.6954
2024-11-30,HOUSE_SALES_AREA_YOY,3.8507
2024-12-31,HOUSE_SALES_AREA_YOY,6.1665
2025-01-31,HOUSE_SALES_AREA_YOY,2.1628
2025-02-28,HOUSE_SALES_AREA_YOY,2.6128
2025-03-31,HOUSE_SALES_AREA_YOY,1.1181
2025-04-30,HOUSE_SALES_AREA_YOY,-1.0436
2025-05-31,HOUSE_SALES_AREA_YOY,-1.3652
2025-06-30,HOUSE_SALES_AREA_YOY,-4.686
2025-07-31,HOUSE_SALES_AREA_YOY,-3.8428
2025-08-31,HOUSE_SALES_AREA_YOY,-1.5333
2025-09-30,HOUSE_SALES_AREA_YOY,-8.6418
2025-10-31,HOUSE_SALES_AREA_YOY,-5.2496
2025-11-30,HOUSE_SALES_AREA_YOY,-6.0154
2025-12-31,HOUSE_SALES_AREA_YOY,-8.5007
2026-01-31,HOUSE_SALES_AREA_YOY,-6.7771
2026-02-28,HOUSE_SALES_AREA_YOY,-4.7811
2026-03-31,HOUSE_SALES_AREA_YOY,-5.8462
2026-04-30,HOUSE_SALES_AREA_YOY,-5.3085
2026-05-31,HOUSE_SALES_AREA_YOY,0.2
2026-06-30,HOUSE_SALES_AREA_YOY,-0.1
2015-01-31,CPI_YOY,1.4675
2015-02-28,CPI_YOY,1.5721
2015-03-31,CPI_YOY,1.7986
2015-04-30,CPI_YOY,1.7527
2015-05-31,CPI_YOY,1.5027
2015-06-30,CPI_YOY,1.5154
2015-07-31,CPI_YOY,2.1764
2015-08-31,CPI_YOY,1.9258
2015-09-30,CPI_YOY,1.7598
2015-10-31,CPI_YOY,2.1243
2015-11-30,CPI_YOY,1.604
2015-12-31,CPI_YOY,1.435
2016-01-31,CPI_YOY,1.7414
2016-02-29,CPI_YOY,1.4107
2016-03-31,CPI_YOY,1.3352
2016-04-30,CPI_YOY,1.478
2016-05-31,CPI_YOY,1.3165
2016-06-30,CPI_YOY,1.3274
2016-07-31,CPI_YOY,1.0833
2016-08-31,CPI_YOY,0.5547
2016-09-30,CPI_YOY,0.9468
2016-10-31,CPI_YOY,1.1536
2016-11-30,CPI_YOY,0.8659
2016-12-31,CPI_YOY,0.9835
2017-01-31,CPI_YOY,0.5957
2017-02-28,CPI_YOY,0.6333
2017-03-31,CPI_YOY,0.9907
2017-04-30,CPI_YOY,0.5646
2017-05-31,CPI_YOY,0.7018
2017-06-30,CPI_YOY,0.6434
2017-07-31,CPI_YOY,0.8566
2017-08-31,CPI_YOY,0.7653
2017-09-30,CPI_YOY,0.8538
2017-10-31,CPI_YOY,0.8291
2017-11-30,CPI_YOY,1.2509
2017-12-31,CPI_YOY,1.1584
2018-01-31,CPI_YOY,1.0754
2018-02-28,CPI_YOY,1.3536
2018-03-31,CPI_YOY,1.2442
2018-04-30,CPI_YOY,1.845
2018-05-31,CPI_YOY,1.7247
2018-06-30,CPI_YOY,1.587
2018-07-31,CPI_YOY,1.6812
2018-08-31,CPI_YOY,1.5565
2018-09-30,CPI_YOY,1.6818
2018-10-31,CPI_YOY,1.8903
2018-11-30,CPI_YOY,2.1909
2018-12-31,CPI_YOY,1.7984
2019-01-31,CPI_YOY,1.6056
2019-02-28,CPI_YOY,1.6166
2019-03-31,CPI_YOY,1.8493
2019-04-30,CPI_YOY,1.6827
2019-05-31,CPI_YOY,1.5828
2019-06-30,CPI_YOY,1.4075
2019-07-31,CPI_YOY,1.5712
2019-08-31,CPI_YOY,1.6214
2019-09-30,CPI_YOY,1.5547
2019-10-31,CPI_YOY,1.1173
2019-11-30,CPI_YOY,1.2109
2019-12-31,CPI_YOY,1.2387
2020-01-31,CPI_YOY,1.0182
2020-02-29,CPI_YOY,0.9064
2020-03-31,CPI_YOY,1.3669
2020-04-30,CPI_YOY,0.997
2020-05-31,CPI_YOY,1.1351
2020-06-30,CPI_YOY,0.8196
2020-07-31,CPI_YOY,0.9696
2020-08-31,CPI_YOY,0.7327
2020-09-30,CPI_YOY,0.8527
2020-10-31,CPI_YOY,0.86
2020-11-30,CPI_YOY,0.9587
2020-12-31,CPI_YOY,0.8676
2021-01-31,CPI_YOY,0.9672
2021-02-28,CPI_YOY,1.0408
2021-03-31,CPI_YOY,0.5697
2021-04-30,CPI_YOY,1.1838
2021-05-31,CPI_YOY,1.0865
2021-06-30,CPI_YOY,1.1088
2021-07-31,CPI_YOY,1.4998
2021-08-31,CPI_YOY,1.2798
2021-09-30,CPI_YOY,1.2128
2021-10-31,CPI_YOY,1.4875
2021-11-30,CPI_YOY,1.5966
2021-12-31,CPI_YOY,1.5465
2022-01-31,CPI_YOY,1.834
2022-02-28,CPI_YOY,1.9306
2022-03-31,CPI_YOY,2.0309
2022-04-30,CPI_YOY,1.8195
2022-05-31,CPI_YOY,2.0903
2022-06-30,CPI_YOY,1.7886
2022-07-31,CPI_YOY,1.7807
2022-08-31,CPI_YOY,1.7253
2022-09-30,CPI_YOY,2.0739
2022-10-31,CPI_YOY,1.545
2022-11-30,CPI_YOY,1.9256
2022-12-31,CPI_YOY,1.7671
2023-01-31,CPI_YOY,1.7129
2023-02-28,CPI_YOY,1.8994
2023-03-31,CPI_YOY,1.4633
2023-04-30,CPI_YOY,1.0762
2023-05-31,CPI_YOY,1.5315
2023-06-30,CPI_YOY,1.1391
2023-07-31,CPI_YOY,1.0631
2023-08-31,CPI_YOY,0.9598
2023-09-30,CPI_YOY,0.9011
2023-10-31,CPI_YOY,1.1281
2023-11-30,CPI_YOY,0.8381
2023-12-31,CPI_YOY,1.0597
2024-01-31,CPI_YOY,0.8004
2024-02-29,CPI_YOY,0.8635
2024-03-31,CPI_YOY,0.7236
2024-04-30,CPI_YOY,0.9726
2024-05-31,CPI_YOY,0.5798
2024-06-30,CPI_YOY,0.4077
2024-07-31,CPI_YOY,1.0242
2024-08-31,CPI_YOY,1.0938
2024-09-30,CPI_YOY,0.9095
2024-10-31,CPI_YOY,0.702
2024-11-30,CPI_YOY,1.2642
2024-12-31,CPI_YOY,1.1231
2025-01-31,CPI_YOY,1.2727
2025-02-28,CPI_YOY,1.4256
2025-03-31,CPI_YOY,1.3661
2025-04-30,CPI_YOY,1.6354
2025-05-31,CPI_YOY,1.3303
2025-06-30,CPI_YOY,1.6271
2025-07-31,CPI_YOY,1.4555
2025-08-31,CPI_YOY,1.5897
2025-09-30,CPI_YOY,1.7195
2025-10-31,CPI_YOY,1.7981
2025-11-30,CPI_YOY,1.9818
2025-12-31,CPI_YOY,0.95
2026-01-31,CPI_YOY,1.02
2026-02-28,CPI_YOY,1.1
2026-03-31,CPI_YOY,1.05
2026-04-30,CPI_YOY,1.09
2026-05-31,CPI_YOY,1.15
2026-06-30,CPI_YOY,1.2
2015-01-31,PPI_YOY,3.167
2015-02-28,PPI_YOY,3.7562
2015-03-31,PPI_YOY,3.0303
2015-04-30,PPI_YOY,3.2991
2015-05-31,PPI_YOY,3.768
2015-06-30,PPI_YOY,3.7066
2015-07-31,PPI_YOY,4.3204
2015-08-31,PPI_YOY,4.1294
2015-09-30,PPI_YOY,3.7503
2015-10-31,PPI_YOY,4.1135
2015-11-30,PPI_YOY,3.7818
2015-12-31,PPI_YOY,3.8958
2016-01-31,PPI_YOY,2.7703
2016-02-29,PPI_YOY,2.416
2016-03-31,PPI_YOY,2.9103
2016-04-30,PPI_YOY,2.3303
2016-05-31,PPI_YOY,1.4217
2016-06-30,PPI_YOY,1.953
2016-07-31,PPI_YOY,1.1505
2016-08-31,PPI_YOY,0.8465
2016-09-30,PPI_YOY,0.4683
2016-10-31,PPI_YOY,0.4202
2016-11-30,PPI_YOY,-0.2149
2016-12-31,PPI_YOY,0.2257
2017-01-31,PPI_YOY,-1.0009
2017-02-28,PPI_YOY,-0.4263
2017-03-31,PPI_YOY,-0.5354
2017-04-30,PPI_YOY,-1.1136
2017-05-31,PPI_YOY,-1.6262
2017-06-30,PPI_YOY,-1.1566
2017-07-31,PPI_YOY,-0.8583
2017-08-31,PPI_YOY,-0.6972
2017-09-30,PPI_YOY,-0.1907
2017-10-31,PPI_YOY,0.2017
2017-11-30,PPI_YOY,-0.0727
2017-12-31,PPI_YOY,0.7622
2018-01-31,PPI_YOY,0.7851
2018-02-28,PPI_YOY,1.13
2018-03-31,PPI_YOY,1.2161
2018-04-30,PPI_YOY,1.5919
2018-05-31,PPI_YOY,2.4627
2018-06-30,PPI_YOY,2.3377
2018-07-31,PPI_YOY,2.4513
2018-08-31,PPI_YOY,3.0901
2018-09-30,PPI_YOY,3.1711
2018-10-31,PPI_YOY,3.9466
2018-11-30,PPI_YOY,3.6877
2018-12-31,PPI_YOY,3.412
2019-01-31,PPI_YOY,3.9927
2019-02-28,PPI_YOY,4.0046
2019-03-31,PPI_YOY,3.3215
